"Story","Title","Result","Date","Stability","Duration (s)"
"Crear cuenta en la pagina de ciencuadras","crear cuenta propietario","SUCCESS","2024-08-26T14:52:48.2903553-05:00[America/Bogota]","0.0","17.6"
