"Story","Title","Result","Date","Stability","Duration (s)"
"Crear cuenta en la pagina de ciencuadras","crear cuenta propietario","FAILURE","2024-08-24T12:54:58.4977073-05:00[America/Bogota]","0.0","104.97"
