"Story","Title","Result","Date","Stability","Duration (s)"
"Crear cuenta en la pagina de ciencuadras","crear cuenta propietario","FAILURE","2024-08-26T15:03:13.0163749-05:00[America/Bogota]","0.0","19.04"
